ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children,Mechanism of Action,Targets,Indication,ATC Code,Drug Name,RxCUI,Ingredients,Clinical Dose Groups,Dose Form Groups,Branded Dose Groups,mechanism_keywords,num_targets,mechanism_complexity,indication_category,num_dfg,num_ingridients,missing_mechanism,missing_targets,missing_indication,avg_mechanism_similarity,avg_target_overlap
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin (human),253182,"insulin, regular, human","insulin, regular, human Injectable Product, insulin, regular, human Inhalant Product, insulin isophane / insulin, regular, human Injectable Product","Inhalant Product, Injectable Product","Humulin Injectable Product, Humulin R Injectable Product, Novolin Injectable Product, Novolin R Injectable Product, Afrezza Inhalant Product, Myxredlin Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,2,3,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin lispro,86009,insulin lispro,"insulin lispro / insulin lispro protamine, human Injectable Product, insulin lispro Injectable Product",Injectable Product,"Humalog Injectable Product, Humalog Mix Injectable Product, Admelog Injectable Product, Lyumjev Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,1,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin (pork),221109,"insulin, regular, pork","insulin, regular, pork Injectable Product, insulin isophane / insulin, regular, pork Injectable Product",Injectable Product,,"['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,3,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin (human),253182,"insulin, regular, human","insulin, regular, human Injectable Product, insulin, regular, human Inhalant Product, insulin isophane / insulin, regular, human Injectable Product","Inhalant Product, Injectable Product","Humulin Injectable Product, Humulin R Injectable Product, Novolin Injectable Product, Novolin R Injectable Product, Afrezza Inhalant Product, Myxredlin Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,2,3,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin glulisine,400008,"insulin glulisine, human","insulin glulisine, human Injectable Product",Injectable Product,Apidra Injectable Product,"['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,2,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin aspart,51428,"insulin aspart, human","insulin aspart protamine, human / insulin aspart, human Injectable Product, insulin aspart, human Injectable Product, insulin aspart, human / insulin degludec Injectable Product",Injectable Product,"NovoLog Injectable Product, NovoLog Mix Injectable Product, Fiasp Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,2,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin lispro,86009,insulin lispro,"insulin lispro / insulin lispro protamine, human Injectable Product, insulin lispro Injectable Product",Injectable Product,"Humalog Injectable Product, Humalog Mix Injectable Product, Admelog Injectable Product, Lyumjev Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,1,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin (pork),221109,"insulin, regular, pork","insulin, regular, pork Injectable Product, insulin isophane / insulin, regular, pork Injectable Product",Injectable Product,,"['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,1,3,False,True,False,0.11092225645622798,0.016055045871559634
A10AB03,Insulin (pork),"['A10AB03', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor is able to autophosphorylate and phosphorylate numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. These activated proteins, in turn, lead to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC) which play a critical role in metabolism.","AInsulin receptor (binder, Humans); UInsulin-like growth factor 1 receptor (Not Available, Humans)",For the treatment of type I and II diabetes mellitus.,A10AB,Insulin (human),253182,"insulin, regular, human","insulin, regular, human Injectable Product, insulin, regular, human Inhalant Product, insulin isophane / insulin, regular, human Injectable Product","Inhalant Product, Injectable Product","Humulin Injectable Product, Humulin R Injectable Product, Novolin Injectable Product, Novolin R Injectable Product, Afrezza Inhalant Product, Myxredlin Injectable Product","['Shc', 'able', 'autophosphorylate', 'glucose', 'These', 'bound', 'activation', 'metabolism', 'PKC', 'role', 'the', 'C', 'binding', 'extracellular', 'The', 'numerous', '1', 'binds', 'IR', 'APS', 'Gab', 'heterotetrameric', 'activated', 'receptor', 'two', 'PI3', 'proteins', 'critical', 'in', 'beta', 'GLUT4', 'downstream', 'a', 'signaling', 'regulates', 'alpha', 'intrinsic', 'kinase', 'subunit', 'insulin', 'transmembrane', '4', 'which', 'and', 'consisting', 'units', 'substrates', 'molecules', 'play', 'intracellular', 'such', 'Akt', 'turn', 'activity', 'is', 'transporter', 'protein', 'tyrosine', 'phosphorylate', 'as', 'to', 'stimulates', 'IRS', 'lead', 'of', 'Insulin', 'including', 'Cbl']",3,108,other,2,3,False,True,False,0.11092225645622798,0.016055045871559634
A10AB04,Insulin lispro,"['A10AB04', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin lispro binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. Activation of these proteins leads to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism and catabolism. In humans, insulin is stored in the form of hexamers; however, only insulin monomers are able to interact with IR. Reversal of the proline and lysine residues at positions B28 and B29 of native insulin eliminates hydrophobic interactions and weakens some of the hydrogen bonds that contribute to the stability of the insulin dimers that comprise insulin hexamers. Hexamers of insulin lispro are produced in the presence of zinc and m-cresol. These weakly associated hexamers quickly dissociate upon subcutaneous injection and are absorbed as monomers through vascular endothelial cells. These properties give insulin lispro its fast-acting properties.","AInsulin receptor (agonist, Humans); UInsulin-like growth factor 1 receptor (activator, Humans)",Insulin lispro is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus.9,A10AB,Insulin (human),253182,"insulin, regular, human","insulin, regular, human Injectable Product, insulin, regular, human Inhalant Product, insulin isophane / insulin, regular, human Injectable Product","Inhalant Product, Injectable Product","Humulin Injectable Product, Humulin R Injectable Product, Novolin Injectable Product, Novolin R Injectable Product, Afrezza Inhalant Product, Myxredlin Injectable Product","['bound', 'absorbed', 'C', 'upon', 'dissociate', 'at', 'quickly', 'zinc', '1', 'binds', 'leads', 'two', 'phosphorylates', 'presence', 'roles', 'PI3', 'GLUT4', 'downstream', 'stored', 'monomers', 'interactions', 'cells', 'play', 'hydrophobic', 'Akt', 'however', 'protein', 'subcutaneous', 'associated', 'Insulin', 'including', 'lysine', 'proline', 'that', 'glucose', 'lispro', 'eliminates', 'activation', 'metabolism', 'produced', 'stability', 'B28', 'properties', 'numerous', 'IR', 'APS', 'are', 'Gab', 'receptor', 'proteins', 'with', 'signaling', 'kinase', 'hydrogen', 'endothelial', 'which', 'and', 'molecules', 'intracellular', 'activity', 'residues', 'tyrosine', 'Reversal', 'as', 'to', 'stimulates', 'catabolism', 'able', 'autophosphorylates', 'through', 'both', 'PKC', 'only', 'Activation', 'binding', 'extracellular', 'm', 'these', 'cresol', 'critical', 'in', 'beta', 'form', 'alpha', 'intrinsic', 'give', 'insulin', '4', 'dimers', 'consisting', 'contribute', 'units', 'native', 'bonds', 'injection', 'is', 'weakens', 'positions', 'of', 'Cbl', 'Shc', 'comprise', 'its', 'These', 'acting', 'the', 'The', 'heterotetrameric', 'weakly', 'some', 'fast', 'interact', 'a', 'regulates', 'Hexamers', 'hexamers', 'humans', 'subunit', 'In', 'transmembrane', 'substrates', 'such', 'transporter', 'vascular', 'IRS', 'B29']",3,205,other,2,3,False,False,False,0.08887885938443765,0.21788990825688073
A10AB04,Insulin lispro,"['A10AB04', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin lispro binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. Activation of these proteins leads to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism and catabolism. In humans, insulin is stored in the form of hexamers; however, only insulin monomers are able to interact with IR. Reversal of the proline and lysine residues at positions B28 and B29 of native insulin eliminates hydrophobic interactions and weakens some of the hydrogen bonds that contribute to the stability of the insulin dimers that comprise insulin hexamers. Hexamers of insulin lispro are produced in the presence of zinc and m-cresol. These weakly associated hexamers quickly dissociate upon subcutaneous injection and are absorbed as monomers through vascular endothelial cells. These properties give insulin lispro its fast-acting properties.","AInsulin receptor (agonist, Humans); UInsulin-like growth factor 1 receptor (activator, Humans)",Insulin lispro is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus.9,A10AB,Insulin (pork),221109,"insulin, regular, pork","insulin, regular, pork Injectable Product, insulin isophane / insulin, regular, pork Injectable Product",Injectable Product,,"['bound', 'absorbed', 'C', 'upon', 'dissociate', 'at', 'quickly', 'zinc', '1', 'binds', 'leads', 'two', 'phosphorylates', 'presence', 'roles', 'PI3', 'GLUT4', 'downstream', 'stored', 'monomers', 'interactions', 'cells', 'play', 'hydrophobic', 'Akt', 'however', 'protein', 'subcutaneous', 'associated', 'Insulin', 'including', 'lysine', 'proline', 'that', 'glucose', 'lispro', 'eliminates', 'activation', 'metabolism', 'produced', 'stability', 'B28', 'properties', 'numerous', 'IR', 'APS', 'are', 'Gab', 'receptor', 'proteins', 'with', 'signaling', 'kinase', 'hydrogen', 'endothelial', 'which', 'and', 'molecules', 'intracellular', 'activity', 'residues', 'tyrosine', 'Reversal', 'as', 'to', 'stimulates', 'catabolism', 'able', 'autophosphorylates', 'through', 'both', 'PKC', 'only', 'Activation', 'binding', 'extracellular', 'm', 'these', 'cresol', 'critical', 'in', 'beta', 'form', 'alpha', 'intrinsic', 'give', 'insulin', '4', 'dimers', 'consisting', 'contribute', 'units', 'native', 'bonds', 'injection', 'is', 'weakens', 'positions', 'of', 'Cbl', 'Shc', 'comprise', 'its', 'These', 'acting', 'the', 'The', 'heterotetrameric', 'weakly', 'some', 'fast', 'interact', 'a', 'regulates', 'Hexamers', 'hexamers', 'humans', 'subunit', 'In', 'transmembrane', 'substrates', 'such', 'transporter', 'vascular', 'IRS', 'B29']",3,205,other,1,3,False,False,False,0.08887885938443765,0.21788990825688073
A10AB04,Insulin lispro,"['A10AB04', 'A10AB', 'A10A', 'A10', 'A']",True,1,1,"Insulin lispro binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. Activation of these proteins leads to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism and catabolism. In humans, insulin is stored in the form of hexamers; however, only insulin monomers are able to interact with IR. Reversal of the proline and lysine residues at positions B28 and B29 of native insulin eliminates hydrophobic interactions and weakens some of the hydrogen bonds that contribute to the stability of the insulin dimers that comprise insulin hexamers. Hexamers of insulin lispro are produced in the presence of zinc and m-cresol. These weakly associated hexamers quickly dissociate upon subcutaneous injection and are absorbed as monomers through vascular endothelial cells. These properties give insulin lispro its fast-acting properties.","AInsulin receptor (agonist, Humans); UInsulin-like growth factor 1 receptor (activator, Humans)",Insulin lispro is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus.9,A10AB,Insulin (human),253182,"insulin, regular, human","insulin, regular, human Injectable Product, insulin, regular, human Inhalant Product, insulin isophane / insulin, regular, human Injectable Product","Inhalant Product, Injectable Product","Humulin Injectable Product, Humulin R Injectable Product, Novolin Injectable Product, Novolin R Injectable Product, Afrezza Inhalant Product, Myxredlin Injectable Product","['bound', 'absorbed', 'C', 'upon', 'dissociate', 'at', 'quickly', 'zinc', '1', 'binds', 'leads', 'two', 'phosphorylates', 'presence', 'roles', 'PI3', 'GLUT4', 'downstream', 'stored', 'monomers', 'interactions', 'cells', 'play', 'hydrophobic', 'Akt', 'however', 'protein', 'subcutaneous', 'associated', 'Insulin', 'including', 'lysine', 'proline', 'that', 'glucose', 'lispro', 'eliminates', 'activation', 'metabolism', 'produced', 'stability', 'B28', 'properties', 'numerous', 'IR', 'APS', 'are', 'Gab', 'receptor', 'proteins', 'with', 'signaling', 'kinase', 'hydrogen', 'endothelial', 'which', 'and', 'molecules', 'intracellular', 'activity', 'residues', 'tyrosine', 'Reversal', 'as', 'to', 'stimulates', 'catabolism', 'able', 'autophosphorylates', 'through', 'both', 'PKC', 'only', 'Activation', 'binding', 'extracellular', 'm', 'these', 'cresol', 'critical', 'in', 'beta', 'form', 'alpha', 'intrinsic', 'give', 'insulin', '4', 'dimers', 'consisting', 'contribute', 'units', 'native', 'bonds', 'injection', 'is', 'weakens', 'positions', 'of', 'Cbl', 'Shc', 'comprise', 'its', 'These', 'acting', 'the', 'The', 'heterotetrameric', 'weakly', 'some', 'fast', 'interact', 'a', 'regulates', 'Hexamers', 'hexamers', 'humans', 'subunit', 'In', 'transmembrane', 'substrates', 'such', 'transporter', 'vascular', 'IRS', 'B29']",3,205,other,2,3,False,False,False,0.08887885938443765,0.21788990825688073
